2021-03-10 13:52:10,906 example.py[<module>][line:483] INFO veth_price=0.8397947489845331 ETH
2021-03-10 13:54:28,076 example.py[<module>][line:483] INFO veth_price=0.8397947489845331 ETH
2021-03-10 13:55:44,955 example.py[<module>][line:483] INFO veth_price=0.8397947489845331 ETH
2021-03-10 14:01:17,620 example.py[<module>][line:499] INFO veth_price=0.8397947489845331 ETH
2021-03-10 14:02:18,368 example.py[<module>][line:499] INFO veth_price=0.8397947489845331 ETH
2021-03-10 14:03:19,068 example.py[<module>][line:499] INFO veth_price=0.8397947489845331 ETH
2021-03-10 14:03:45,045 example.py[<module>][line:499] INFO veth_price=0.8397947489845331 ETH
2021-03-10 14:04:51,647 example.py[<module>][line:499] INFO veth_price=0.8397947489845331 ETH
2021-09-14 10:17:18,498 example.py[<module>][line:485] INFO veth_price=0.719171678206496 ETH
2021-09-14 10:17:18,505 example.py[<module>][line:489] INFO send msg.
2021-09-14 10:18:24,650 example.py[<module>][line:485] INFO veth_price=0.719171678206496 ETH
2021-09-14 10:18:24,650 example.py[<module>][line:489] INFO send msg.
2021-09-14 11:00:43,192 example_gas.py[<module>][line:508] INFO send msg.
2021-09-14 11:01:08,402 example_gas.py[<module>][line:508] INFO send msg.
2021-09-14 11:01:40,018 example_gas.py[<module>][line:508] INFO send msg.
2021-09-14 11:05:56,514 example_gas.py[<module>][line:513] INFO send msg:SafeGasPrice=65,ProposeGasPrice=66,FastGasPrice=67
2021-09-14 11:08:24,629 example_gas.py[<module>][line:480] INFO Start to query Gas!
2021-09-14 11:08:25,648 example_gas.py[<module>][line:480] INFO Start to query Gas!
2021-09-14 11:08:37,781 example_gas.py[<module>][line:478] INFO Start to query Gas!
2021-09-14 16:01:02,115 example_gas.py[<module>][line:461] INFO Start to query Gas!
2021-09-14 16:01:03,286 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:04,310 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:05,304 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:06,297 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:07,496 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:09,149 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:10,362 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:11,336 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:12,435 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:13,724 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:14,738 example_gas.py[<module>][line:476] INFO SafeGasPrice=50,ProposeGasPrice=51,FastGasPrice=53
2021-09-14 16:01:15,727 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:16,739 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:17,707 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:18,785 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:19,816 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:20,936 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:22,746 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:23,808 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:25,530 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:27,555 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:28,616 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:30,628 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:31,794 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:33,173 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:35,193 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:36,518 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:37,590 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:38,922 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:39,933 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:41,467 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:42,507 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
2021-09-14 16:01:43,613 example_gas.py[<module>][line:476] INFO SafeGasPrice=56,ProposeGasPrice=57,FastGasPrice=59
